name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
"break up with your girlfriend, i'm bored","thank u, next",Ariana Grande,2019-02-08,190440,78,0.0421,0.726,0.554,0.0,0.106,-5.29,0.0917,169.999,0.335,4,5,0,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,2019
28,D-2,Agust D,2020-05-22,133673,0,0.0897,0.679,0.645,0.0,0.121,-7.107,0.0513,119.934,0.349,4,9,0,spotify:track:4bTID1qPjca9WuTZGkGRKE,2020
Base Line,Hope World,j-hope,2018-03-02,89769,0,0.0376,0.909,0.644,0.0111,0.401,-5.32,0.203,94.982,0.228,4,9,1,spotify:track:464jQiBOieEQBuo48qnPJl,2018
Dis-ease,BE,BTS,2020-11-20,239722,0,0.0132,0.731,0.845,0.0,0.0782,-5.352,0.132,101.085,0.484,4,8,1,spotify:track:54DmTIv86D3sYdiawjULQ0,2020
Into You,Dangerous Woman,Ariana Grande,2016-04-01,244453,81,0.0162,0.623,0.734,1.9e-06,0.145,-5.95,0.107,107.853,0.372,4,9,1,spotify:track:76FZM38RC8XaAjJ77CVTNe,2016
Girls Like Girls,This Side of Paradise,Hayley Kiyoko,2015-02-03,229655,62,0.0109,0.611,0.701,9.83e-06,0.0994,-5.235,0.0248,142.027,0.604,4,6,1,spotify:track:3dNjUFt6EFU4Gq6Q5vfJqf,2015
moonchild,mono.,RM,2018-10-22,205833,0,0.0254,0.504,0.869,0.0,0.0659,-5.576,0.213,157.992,0.19,4,9,0,spotify:track:5Zlo5ZYjrr6DwQw1kBi5bA,2018
Fly To My Room,BE,BTS,2020-11-20,222242,0,0.0484,0.764,0.526,0.0,0.0718,-7.355,0.212,114.91,0.588,4,11,1,spotify:track:3QH8rQGNFX8VLbCgZ7uPTS,2020
Angel Baby,Angel Baby,Troye Sivan,2021-09-09,220779,79,0.0145,0.559,0.559,0.0,0.138,-6.425,0.0358,72.498,0.338,4,11,1,spotify:track:2m6Ko3CY1qXNNja8AlugNc,2021
right here,bandaids,keshi,2020-03-24,195093,67,0.0839,0.597,0.496,0.0,0.117,-9.441,0.077,160.05,0.319,4,5,1,spotify:track:2Q3QRjA8MjzqpFaIkFludb,2020
What do you think?,D-2,Agust D,2020-05-22,182171,0,0.149,0.739,0.725,0.0,0.0793,-5.741,0.084,118.994,0.136,4,1,1,spotify:track:3i8GllbdGuwIXaVrlIoE0r,2020
BTS Cypher Pt.2: Triptych,Skool Luv Affair,BTS,2014-02-12,288771,0,0.127,0.585,0.98,0.0,0.692,-0.826,0.37,141.945,0.837,4,5,1,spotify:track:5XQjspYTlLobTIWdWjJ3Jj,2014
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,91,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,0.446,4,1,1,spotify:track:7qEHsqek33rTcFNT9PFqLf,2019
Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,275986,86,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,174.028,0.575,4,1,1,spotify:track:49FYlytm3dAAraYgpoJZux,2008
Eyes Off You,Phases - EP,PRETTYMUCH,2019-05-24,204266,66,0.511,0.631,0.512,0.0,0.0827,-9.675,0.0572,106.027,0.529,4,0,0,spotify:track:0VpEX8ib3wE7u8NOw4szU6,2019
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,6,0.0923,0.645,0.862,0.0,0.192,-4.757,0.0965,119.991,0.798,4,11,0,spotify:track:5KawlOMHjWeUjQtnuRs22c,2019
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-09-28,212500,77,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,0.617,4,8,0,spotify:track:4w8niZpiMy6qz1mntFA5uM,2018
7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,86,0.592,0.778,0.317,0.0,0.0881,-10.732,0.334,140.048,0.327,4,1,0,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,2019
Animals,V (Asia Tour Edition),Maroon 5,2015-05-18,231013,73,0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,0.328,4,4,0,spotify:track:3h4T9Bg8OVSUYa6danHeH5,2015
Permission to Dance (Instrumental),Butter / Permission to Dance,BTS,2021-07-09,187585,0,0.000201,0.75,0.655,0.785,0.0689,-7.137,0.0495,125.026,0.406,4,11,0,spotify:track:0gptQQwXDtDYkkgoQl1V9T,2021
Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016-03-11,230226,76,0.0285,0.319,0.739,0.0,0.111,-5.74,0.272,194.169,0.449,4,0,1,spotify:track:42ydLwx4i5V49RXHOozJZq,2016
"thank u, next","thank u, next",Ariana Grande,2019-02-08,207320,83,0.229,0.717,0.653,0.0,0.101,-5.634,0.0658,106.966,0.412,4,1,1,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,2019
Slumber Party (feat. Princess Nokia),DEMIDEVIL,Ashnikko,2021-01-15,178404,75,0.00151,0.964,0.398,3.95e-05,0.101,-8.981,0.0795,105.012,0.563,4,11,0,spotify:track:11ZulcYY4lowvcQm4oe3VJ,2021
BTS Cypher Pt.1,"O!RUL8,2?",BTS,2013-09-11,131192,0,0.541,0.753,0.903,0.0,0.343,-5.414,0.354,96.547,0.858,4,2,1,spotify:track:0do2tFk8lqFdNL2TYAlslN,2013
Thot Shit,Thot Shit,Megan Thee Stallion,2021-06-11,184634,69,0.0133,0.95,0.693,0.0,0.173,-3.424,0.0898,130.02,0.891,4,9,1,spotify:track:5zNW5ARjYhJQJz1AChP33n,2021
We Belong,We Belong,Dove Cameron,2020-07-24,170521,0,0.0704,0.654,0.47,0.00695,0.133,-6.245,0.0368,168.108,0.56,4,10,0,spotify:track:6Z0sHILAQuUsmZQ7pMe90N,2020
Arcade (feat. FLETCHER),Small Town Boy,Duncan Laurence,2020-11-27,187453,68,0.815,0.446,0.395,0.00216,0.128,-9.328,0.0365,71.944,0.267,3,0,1,spotify:track:4Ld4kbKo1eOzToQ0P8JA0V,2020
BTS Cypher Pt.3: Killer,Dark & Wild,BTS,2014-08-20,267782,0,0.0217,0.793,0.924,0.0,0.644,-3.017,0.321,140.03,0.665,4,4,0,spotify:track:2kyht6yYIHLianPBFxx7Mt,2014
Yours,Jirisan (Original Television Soundtrack) Pt. 4,JIN,2021-11-07,264840,4,0.354,0.488,0.427,0.0,0.0797,-7.383,0.0382,72.035,0.157,4,6,1,spotify:track:10IfXtjKQmOiON7tNAHv0y,2021
Waste It On Me,Waste It On Me (feat. BTS),Steve Aoki,2018-10-25,192536,58,0.252,0.669,0.684,0.0,0.72,-4.595,0.0585,96.097,0.466,4,7,1,spotify:track:2FWyJIT0gL2G3xWVQ9Id5f,2018
This View,Where the Light Is,Surfaces,2019-01-06,162406,52,0.0936,0.812,0.769,0.0,0.0621,-5.581,0.0442,133.023,0.782,4,6,1,spotify:track:4O7caZhpneiM52gAlCsTpq,2019
Filter,MAP OF THE SOUL : 7,BTS,2020-02-21,180220,0,0.0222,0.781,0.762,0.0,0.121,-5.188,0.0626,110.042,0.86,4,10,0,spotify:track:0ono6UCNVZ1XqOm6j78Blu,2020
Talk,Talk,Retronaut,2017-03-24,164800,64,0.374,0.728,0.484,0.0,0.123,-7.098,0.146,150.029,0.692,4,5,0,spotify:track:3zOgfB6xNtU0vaV38kthWk,2017
Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,92,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,0.334,4,1,1,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,2020
Demons,demons,Hayley Kiyoko,2019-10-11,179612,56,0.0346,0.845,0.641,0.00209,0.176,-4.548,0.0444,108.985,0.528,4,1,0,spotify:track:3EQMcKkWEB0LKLyRuspibc,2019
BTS Cypher 4,Wings,BTS,2016-10-10,294463,2,0.00533,0.817,0.797,7.77e-06,0.0551,-4.395,0.084,119.977,0.362,4,1,0,spotify:track:1QWxddJmOhQb1vDdyTipMR,2016
Past Life (with Selena Gomez),Past Life (with Selena Gomez),Trevor Daniel,2020-06-26,186480,2,0.104,0.612,0.539,0.0,0.18,-5.071,0.0488,79.948,0.294,4,3,1,spotify:track:4P6IttK2PRBjyr3fm0pP7t,2020
Blueberry Eyes (feat. SUGA of BTS),Colour Vision,MAX,2020-09-18,172244,63,0.454,0.746,0.611,0.000922,0.133,-7.034,0.101,149.967,0.411,4,0,0,spotify:track:6sI8Q7TTJeA9exw6hxEqq3,2020
bad idea!,bad idea!,girl in red,2019-09-03,219638,12,0.03,0.511,0.806,0.0465,0.252,-6.093,0.0481,162.04,0.41,4,1,1,spotify:track:1M4Ud66z18wuIq3oOxqVHa,2019
Tear,Love Yourself 結 'Answer',BTS,2018-08-24,284980,0,0.327,0.711,0.903,0.0,0.0887,-2.723,0.247,140.015,0.467,4,6,0,spotify:track:6L1rxT6NUotot2AAiLXGLj,2018
God is a woman,Sweetener,Ariana Grande,2018-08-17,197546,79,0.0233,0.602,0.658,6e-05,0.237,-5.934,0.0558,145.031,0.268,4,1,1,spotify:track:5OCJzvD7sykQEKHH7qAC3C,2018
She's My Religion,Who Am I?,Pale Waves,2021-02-12,189586,49,0.348,0.522,0.726,5.47e-06,0.148,-4.115,0.0383,161.867,0.331,4,4,1,spotify:track:0LwJllN73QYBHEBdGUTyEp,2021
The Man,Lover,Taylor Swift,2019-08-23,190360,87,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,110.048,0.633,4,0,1,spotify:track:3RauEVgRgj1IuWdJ9fDs70,2019
Heartbeat (BTS World Original Soundtrack),BTS WORLD (Original Soundtrack),Various Artists,2019-06-28,253303,30,0.39,0.437,0.716,0.0,0.208,-4.306,0.05,170.094,0.307,4,5,1,spotify:track:5EgYDyMDCi8X0zDydTF7Rb,2019
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,187541,80,0.0194,0.935,0.454,0.0,0.0824,-7.509,0.375,133.073,0.357,4,1,1,spotify:track:4Oun2ylbjFKMPTiaSbbCih,2020
Chandelier,1000 Forms Of Fear,Sia,2014-07-04,216120,83,0.0197,0.399,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,0.572,5,1,1,spotify:track:4VrWlk8IQxevMvERoX08iC,2014
It's You,YOU,Ali Gatie,2019-11-08,212606,81,0.374,0.732,0.463,0.0,0.194,-6.972,0.0287,95.971,0.397,4,11,0,spotify:track:5DqdesEfbRyOlSS3Tf6c29,2019
Intro: Singularity,Love Yourself 轉 'Tear',BTS,2018-05-18,196998,0,0.554,0.775,0.271,0.00285,0.112,-9.131,0.092,104.001,0.204,3,1,0,spotify:track:6ePyl2ns4b7MVYhjsj32ZK,2018
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,86,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,0.515,4,4,1,spotify:track:50kpGaPAhYJ3sGmk6vplg0,2015
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,84,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,0.352,4,1,0,spotify:track:06KyNuuMOX1ROXRhj787tj,2016
for him.,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-09,209058,55,0.0595,0.726,0.618,4.43e-05,0.151,-4.843,0.123,161.962,0.923,4,0,1,spotify:track:5yFhb4ABfgvqQYZEK18lcc,2015
Butter (Sweeter Remix),"Butter (Hotter, Sweeter, Cooler)",BTS,2021-06-04,161934,0,0.0674,0.728,0.551,0.0,0.335,-5.375,0.0577,110.059,0.792,4,5,0,spotify:track:68nqgUs4Wzhje6w4HrSWet,2021
Intentions (feat. Quavo),Changes,Justin Bieber,2020-02-14,212866,77,0.3,0.806,0.546,0.0,0.102,-6.637,0.0575,147.986,0.874,4,9,1,spotify:track:4umIPjkehX1r7uhmGvXiSV,2020
,,Various Artists,0000,0,0,0.034,0.512,0.67,0.0,0.309,-5.792,0.027,105.957,0.446,4,3,1,spotify:track:3kjSTFS1tCx3eIRjnYWe5a,0000
Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,203417,84,0.0169,0.596,0.854,0.0,0.124,-5.114,0.463,120.274,0.152,4,7,0,spotify:track:2iUXsYOEPhVqEBwsqP70rE,2018
House of Cards (Full Length Edition),The Most Beautiful Moment in Life: Young Forever,BTS,2016-05-02,226212,1,0.334,0.367,0.67,0.0,0.147,-4.485,0.0517,104.96,0.386,4,2,0,spotify:track:4BMbbfwW9GLl9b05ecYKVa,2016
Wolves,Wolves,Selena Gomez,2017-10-25,197993,80,0.124,0.724,0.804,0.0,0.204,-4.614,0.0448,124.987,0.306,4,11,0,spotify:track:0tBbt8CrmxbjRP0pueQkyU,2017
Good In Goodbye,Good In Goodbye,Madison Beer,2020-01-31,141949,62,0.433,0.658,0.698,0.0,0.174,-5.95,0.177,139.054,0.456,4,11,0,spotify:track:1GVF9369j7InydwGztCDIZ,2020
"Swan Song - From the Motion Picture ""Alita: Battle Angel""","Swan Song (From the Motion Picture ""Alita: Battle Angel"")",Dua Lipa,2019-01-24,182074,61,0.00579,0.588,0.821,0.000275,0.208,-6.54,0.216,188.098,0.509,4,5,0,spotify:track:5600nq7TiBraBX2jobyJ3l,2019
Let Go,FACE YOURSELF,BTS,2018-04-04,299706,64,0.17,0.558,0.863,0.0,0.289,-3.53,0.178,173.908,0.388,4,4,1,spotify:track:1OqDvYVDhJyFZny7XlfIyZ,2018
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,2015-11-06,252534,80,0.247,0.262,0.606,0.0,0.125,-6.646,0.0484,189.857,0.275,4,8,1,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,2015
Wildflower,Wildflower,Matthew Parker,2020-07-17,214343,20,0.595,0.641,0.653,0.0,0.061,-6.179,0.0519,150.501,0.366,4,11,0,spotify:track:1ekerxLQxp2PM7pXvVsxph,2020
Hope World,Hope World,j-hope,2018-03-02,204930,0,0.0138,0.706,0.896,0.0,0.595,-4.456,0.16,117.038,0.767,4,1,1,spotify:track:3xngVLz4NYEshyX3aRRXgf,2018
