name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Alone,FACE,Jimin,2023-03-24,211250,81,0.283,0.593,0.446,0.0,0.119,-7.776,0.0266,102.057,0.168,4,0,0,spotify:track:5Hfnps0jaWFpYg55WOPexG,2023
Forg_tful (with Kim Sawol),Indigo,RM,2022-12-02,162295,66,0.674,0.766,0.26,2.47e-06,0.13,-11.19,0.0558,124.838,0.305,4,4,1,spotify:track:1mrS1j5cwaffpXsthTb2Qx,2022
Flash,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,274576,66,0.373,0.561,0.367,0.831,0.0989,-10.35,0.0246,73.993,0.125,4,0,0,spotify:track:6VJYENs5BugMc1dCVepivD,2017
AMYGDALA,D-DAY,Agust D,2023-04-21,251533,73,0.226,0.311,0.769,0.0,0.105,-4.637,0.0553,78.265,0.16,4,7,1,spotify:track:5fj32MKLHkut2Vod1UodcU,2023
Interlude : Dive,FACE,Jimin,2023-03-24,130996,78,0.789,0.284,0.495,0.835,0.0946,-11.74,0.0421,86.314,0.26,4,0,1,spotify:track:2qg2jy3v50RwfV5FAqG3a2,2023
Change pt.2,Indigo,RM,2022-12-02,114026,70,0.0773,0.677,0.477,0.0,0.396,-8.237,0.208,78.896,0.384,4,9,1,spotify:track:2hMvhh9FiCB6njOYR7tkT8,2022
Wasted Times,"My Dear Melancholy,",The Weeknd,2018-03-30,220293,72,0.61,0.56,0.678,1.42e-05,0.111,-6.167,0.0581,122.585,0.29,4,10,0,spotify:track:7DKS0rX27cCEPsK0R6tFWS,2018
Arson,Jack In The Box,j-hope,2022-07-15,159761,72,0.00813,0.938,0.798,7.03e-05,0.146,-3.998,0.103,99.992,0.265,4,1,1,spotify:track:2QWEMqQMJR1KDf6hDjJOs6,2022
The Astronaut,The Astronaut,JIN,2022-10-28,282463,87,0.00446,0.54,0.761,2.5e-06,0.137,-5.356,0.0311,124.988,0.215,4,5,1,spotify:track:0h7QMc9ZRzA9QJrbEHytn2,2022
Hectic (with Colde),Indigo,RM,2022-12-02,226189,67,0.0189,0.695,0.735,7.8e-05,0.213,-6.352,0.0473,109.999,0.366,4,1,0,spotify:track:3ZCuqvHYhjDlliRH9oCs77,2022
Still With You,Still With You,Jung Kook,2020-06-05,239905,82,0.0899,0.529,0.469,1.53e-05,0.831,-6.967,0.0358,87.864,0.344,4,1,0,spotify:track:0eFMbKCRw8KByXyWBw8WO7,2020
HUH?! (feat. j-hope),D-DAY,Agust D,2023-04-21,183290,69,0.207,0.763,0.806,0.0,0.229,-2.785,0.302,139.911,0.522,4,9,1,spotify:track:6XrPzwKeGzEvtan3acn7VH,2023
Die 4 Me,Die 4 Me,Halsey,2023-02-24,215021,68,0.355,0.694,0.743,0.0,0.275,-4.267,0.0833,145.048,0.554,4,7,0,spotify:track:6VYAzAQGFsfEAwdorQaZuU,2023
Yun (with Erykah Badu),Indigo,RM,2022-12-02,233688,67,0.429,0.476,0.7,0.0,0.157,-5.569,0.276,85.114,0.625,4,0,0,spotify:track:3F3PuqGinS2T1ePmjUTw9t,2022
Sweet,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,292110,83,0.353,0.45,0.511,0.766,0.139,-9.073,0.0276,96.563,0.115,4,6,1,spotify:track:6ilc4vQcwMPlvAHFfsTGng,2017
My Time,MAP OF THE SOUL : 7,BTS,2020-02-21,234457,69,0.149,0.674,0.641,0.0,0.0925,-5.139,0.0339,99.91,0.664,4,0,0,spotify:track:0YJFlxeHMUr9MxSDQVuQJA,2020
Maroon,Midnights,Taylor Swift,2022-10-21,218270,80,0.0573,0.637,0.398,1.03e-06,0.101,-8.294,0.0564,108.075,0.0374,4,7,1,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,2022
No.2 (with parkjiyoon),Indigo,RM,2022-12-02,193963,67,0.599,0.727,0.619,0.0,0.0801,-8.399,0.0808,94.001,0.549,4,4,1,spotify:track:2sXaFMTkBHYrEgfGJ2y27a,2022
For Us,Layover,V,2023-09-08,171160,83,0.798,0.556,0.339,0.0118,0.172,-11.128,0.033,84.968,0.215,4,1,0,spotify:track:4HAOgAnILvXCbSODMoRnmD,2023
Colours Of You,Quarter Life Crisis (Deluxe),Baby Queen,2023-11-10,255346,42,0.637,0.489,0.536,0.00015,0.0977,-7.877,0.0338,149.985,0.217,4,5,0,spotify:track:6ZwtFt5fqL2QqbYdKsP2k9,2023
Dear Reader,Midnights (3am Edition),Taylor Swift,2022-10-21,225194,60,0.487,0.681,0.396,0.00138,0.117,-12.109,0.0487,107.954,0.157,4,0,1,spotify:track:7lFNXsbcbds699xCWO3pSe,2022
Get Up,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,36226,78,0.634,0.525,0.526,0.127,0.103,-7.03,0.0534,85.274,0.562,3,5,1,spotify:track:1wUnuiXMMvhudmzvcCtlZP,2023
Lost in the Fire (feat. The Weeknd),Hyperion,Gesaffelstein,2019-03-08,202093,85,0.0933,0.658,0.671,0.000927,0.115,-12.21,0.0363,100.966,0.166,4,2,1,spotify:track:2vXKRlJBXyOcvZYTdNeckS,2019
Animal Farm,Lowlife Princess: Noir,BIBI,2022-11-17,203945,55,0.0201,0.608,0.542,6.68e-06,0.579,-4.811,0.0315,108.055,0.399,3,5,0,spotify:track:2JsO5Qfw4liRPjj26HXR13,2022
Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,2022-10-21,256124,78,0.69,0.663,0.319,0.000993,0.117,-13.481,0.0375,109.957,0.193,4,9,1,spotify:track:1wtOxkiel43cVs0Yux5Q4h,2022
Bitter,THE S(EX) TAPES [Extended],FLETCHER,2020-09-09,194760,61,0.408,0.725,0.569,0.00172,0.0893,-7.518,0.118,135.98,0.42,4,6,0,spotify:track:2M92oXk1TaeT6diExjKtVw,2020
Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin,2022-12-02,221520,92,0.417,0.715,0.62,0.0,0.0822,-6.005,0.0484,97.95,0.172,4,1,0,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,2022
TOO MUCH,THE FIRST TIME,The Kid LAROI,2023-11-10,203894,77,0.264,0.753,0.719,0.0,0.154,-5.607,0.199,94.977,0.474,4,10,0,spotify:track:100fbGocyqbBPQkTDchi2g,2023
HEAVEN AND BACK,PHASES,Chase Atlantic,2019-06-28,248240,77,0.0902,0.309,0.793,0.092,0.0888,-6.195,0.0774,193.714,0.532,4,10,0,spotify:track:1JdQibdvxgcrB8Rv1KFndw,2019
Make It Right,MAP OF THE SOUL : PERSONA,BTS,2019-04-12,226321,67,0.0104,0.639,0.706,0.0,0.132,-7.874,0.448,105.782,0.259,4,7,1,spotify:track:3LSjYk6sFQaLi0MjtWcm8P,2019
Hurt You,"My Dear Melancholy,",The Weeknd,2018-03-30,230026,74,0.263,0.476,0.718,0.00261,0.109,-7.227,0.149,183.932,0.361,4,5,0,spotify:track:6QdnKD1zwEgyOWtkrdzlOF,2018
Don't ever say love me (feat. RM of BTS),Love Part 2,Colde,2023-05-04,214920,68,0.355,0.543,0.475,0.0,0.366,-6.502,0.0541,145.115,0.187,4,11,0,spotify:track:34o6gteNy2T5rieA0xYAgo,2023
The Weekend,The Weekend,88rising,2021-10-14,167661,71,0.062,0.784,0.521,4.75e-06,0.0995,-5.701,0.0322,101.491,0.817,4,1,1,spotify:track:5q3LwAHTqo9d3rET2EA9Nq,2021
Midnight Rain,Midnights,Taylor Swift,2022-10-21,174782,85,0.69,0.643,0.363,5.17e-05,0.115,-11.738,0.0767,139.865,0.23,4,0,1,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,2022
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,147880,82,0.653,0.752,0.65,0.00136,0.105,-6.683,0.12,134.993,0.532,4,5,0,spotify:track:02wk5BttM0QL38ERjLPQJB,2023
No Blueberries,Moodswings in This Order,DPR IAN,2021-03-11,185106,69,0.507,0.721,0.617,0.0,0.252,-6.178,0.0386,148.032,0.902,4,4,0,spotify:track:4lpvCG7eNzHAXwvMxWUNjz,2021
Opera House,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,365150,71,0.722,0.361,0.291,0.837,0.0971,-14.148,0.0338,115.999,0.0708,4,5,1,spotify:track:6XdoudbyF67XLcwarEPy0L,2017
For Youth,Proof,BTS,2022-06-10,264480,70,0.434,0.633,0.511,0.0,0.248,-5.665,0.0368,116.855,0.29,3,2,1,spotify:track:4JzCFEc3O2UEdjKzevvFH5,2022
The Great War,Midnights (3am Edition),Taylor Swift,2022-10-21,240355,71,0.213,0.57,0.739,1.78e-05,0.0937,-9.013,0.0358,96.025,0.593,4,5,1,spotify:track:5BYl3SodS3rGmafWXRWmB7,2022
SEXY NUKIM,January Never Dies,Balming Tiger,2023-10-19,230728,54,0.00226,0.75,0.671,0.159,0.369,-6.498,0.105,94.011,0.458,4,1,1,spotify:track:5EOZTsZ3szMYaIm7POU4aX,2023
3D (feat. Jack Harlow),3D : The Remixes,Jung Kook,2023-10-02,201812,86,0.0322,0.853,0.824,0.0,0.0859,-3.287,0.103,108.044,0.888,4,1,1,spotify:track:01qFKNWq73UfEslI0GvumE,2023
CAROUSEL,CAROUSEL,Neoni,2022-03-25,178089,46,0.0106,0.671,0.643,0.0,0.433,-6.812,0.0706,140.167,0.401,4,6,0,spotify:track:2oIwlCLMTmNm21n1V16phB,2022
Shh...Don't Say It,THE S(EX) TAPES [Extended],FLETCHER,2020-09-09,168933,45,0.218,0.787,0.497,0.0,0.375,-5.817,0.0598,108.947,0.669,4,0,0,spotify:track:065hCOwsPu9rtuTkO4vLjz,2020
Interlude : Dawn,D-DAY,Agust D,2023-04-21,105139,69,0.898,0.188,0.309,0.771,0.0621,-10.564,0.0287,90.687,0.0677,4,5,0,spotify:track:56tf3cHQkwmvoplotk5QXd,2023
Daddy Issues,Wiped Out!,The Neighbourhood,2015-10-30,260173,87,0.0678,0.588,0.521,0.149,0.123,-9.461,0.0329,85.012,0.337,4,10,1,spotify:track:5E30LdtzQTGqRvNd7l6kG5,2015
Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,181279,76,0.0604,0.675,0.751,0.0,0.0893,-3.539,0.0296,118.384,0.612,4,0,1,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,2017
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,179026,84,0.268,0.593,0.935,0.0,0.286,-3.43,0.225,99.976,0.783,4,4,0,spotify:track:0a4MMyCrzT0En247IhqZbD,2022
Life Goes On,D-DAY,Agust D,2023-04-21,197638,70,0.0345,0.439,0.733,0.0,0.292,-6.471,0.0773,162.125,0.615,4,4,1,spotify:track:7gv3UYPh05ZDP7Io5BIsn7,2023
My You,My You,Jung Kook,2022-06-13,165070,77,0.421,0.451,0.691,0.0,0.338,-5.395,0.0374,143.997,0.354,4,9,1,spotify:track:0pNFrM5L0te1EXGxveeYiR,2022
BIBI Vengeance,Lowlife Princess: Noir,BIBI,2022-11-17,165135,75,0.0272,0.442,0.748,0.000128,0.0642,-4.718,0.0895,99.981,0.408,4,11,0,spotify:track:0ra3bPUOj2YnY4FJHXtgHZ,2022
Truly,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,244110,66,0.145,0.449,0.383,0.565,0.0846,-9.808,0.0278,96.549,0.311,4,4,1,spotify:track:2yyQmFCUPenLlfpfUxBnAd,2017
Often,Beauty Behind The Madness,The Weeknd,2015-08-28,249040,82,0.222,0.572,0.631,0.0,0.135,-9.836,0.0476,134.078,0.0713,4,7,0,spotify:track:4PhsKqMdgMEUSstTDAmMpg,2015
CAREFUL,HOPE,NF,2023-04-07,209500,72,0.0671,0.834,0.834,0.0,0.373,-4.035,0.0591,130.024,0.344,4,11,0,spotify:track:7FET9gtiECWn7llt0sfvtU,2023
Becky's So Hot,Girl Of My Dreams,FLETCHER,2022-09-16,162760,59,0.172,0.513,0.741,0.0,0.0894,-4.066,0.0442,78.022,0.295,4,9,0,spotify:track:2vVLSYsOUNCfN66jTyJsMY,2022
OVER MY HEAD,OVER MY HEAD,Neoni,2023-01-13,138256,48,0.0266,0.798,0.598,0.0,0.355,-5.433,0.0921,119.932,0.55,4,9,0,spotify:track:6ZTM2VyrkUT5Y8kQHUy9Yf,2023
The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,242253,88,0.0671,0.585,0.564,0.0,0.135,-7.063,0.0515,113.003,0.137,4,0,0,spotify:track:7fBv7CLKzipRk6EC6TWHOB,2015
Disaster,Superache,Conan Gray,2022-06-24,153096,70,0.0101,0.614,0.81,0.0,0.0832,-5.184,0.0926,171.09,0.605,4,0,1,spotify:track:3SWGtKHaCFEUqfm9ydUFVw,2022
HOPE,HOPE,NF,2023-04-07,264473,73,0.396,0.546,0.787,0.0,0.0619,-4.023,0.212,100.559,0.497,3,0,0,spotify:track:0EgLxY52mpGsXETyEsgVlP,2023
OMG,NewJeans 'OMG',NewJeans,2023-01-02,212253,86,0.357,0.804,0.771,3.07e-06,0.108,-4.067,0.0433,126.956,0.739,4,9,0,spotify:track:65FftemJ1DbbZ45DUfHJXE,2023
You Right,Planet Her,Doja Cat,2021-06-25,186173,82,0.0164,0.828,0.621,0.00233,0.0845,-6.414,0.0565,128.986,0.436,4,8,1,spotify:track:0k4d5YPDr1r7FX77VdqWez,2021
MORE,Jack In The Box,j-hope,2022-07-15,180022,72,0.00537,0.783,0.722,0.00209,0.105,-4.864,0.0357,97.031,0.306,4,2,1,spotify:track:7GARzfC1mwhDuk4t9WOACq,2022
Late Night Talking,Harry's House,Harry Styles,2022-05-20,177954,85,0.298,0.714,0.728,0.0,0.106,-4.595,0.0468,114.996,0.901,4,10,1,spotify:track:1qEmFfgcLObUfQm0j1W2CK,2022
Like Crazy (UK Garage Remix),Like Crazy (Remixes),Jimin,2023-03-26,210395,67,0.0899,0.604,0.763,6.82e-06,0.129,-5.22,0.0505,122.018,0.198,4,2,0,spotify:track:5tDxLjAnkojfnXnjOk6mvh,2023
cardigan,folklore,Taylor Swift,2020-07-24,239560,90,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,4,0,0,spotify:track:4R2kfaDFhslZEMJqAFNpdd,2020
"Snooze (feat. Ryuichi Sakamoto, WOOSUNG of The Rose)",D-DAY,Agust D,2023-04-21,264760,71,0.21,0.761,0.777,0.0,0.0771,-4.68,0.0941,89.959,0.377,4,5,0,spotify:track:4j3M8NrbGSXdMPwEVsnfHE,2023
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,78,0.0933,0.645,0.862,0.0,0.193,-4.761,0.0845,119.947,0.803,4,11,0,spotify:track:4a9tbd947vo9K8Vti9JwcI,2019
moonchild,mono.,RM,2018-10-23,205833,65,0.0258,0.503,0.869,0.0,0.0659,-5.576,0.214,157.975,0.191,4,9,0,spotify:track:6BnciRM9jyEP9cEjvoN5eI,2018
Lavender Haze,Midnights,Taylor Swift,2022-10-21,202395,85,0.258,0.733,0.436,0.000573,0.157,-10.489,0.08,96.985,0.0976,4,10,1,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,2022
