name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Dover Beach,The Yearbook,Baby Queen,2021-09-03,218053,59,0.0753,0.581,0.832,0.0,0.0773,-5.48,0.0514,99.908,0.678,4,6,1,spotify:track:5BCYtpbTyUQSMRwDVPb5wk,2021
Jigsaw,Jigsaw,Conan Gray,2022-01-21,208969,54,0.0801,0.273,0.517,0.0,0.0984,-5.853,0.0313,168.213,0.16,4,9,1,spotify:track:1WzOonguDKuWQrTTf5yR0D,2022
Late Night Talking,Harry's House,Harry Styles,2022-05-20,177954,85,0.298,0.714,0.728,0.0,0.106,-4.595,0.0468,114.996,0.901,4,10,1,spotify:track:1qEmFfgcLObUfQm0j1W2CK,2022
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),Taylor Swift,2021-11-12,245426,76,0.271,0.498,0.61,0.0,0.223,-5.098,0.0363,79.918,0.474,4,6,1,spotify:track:7qEUFOVcxRI19tbT68JcYK,2021
Crushed,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,188942,58,0.0245,0.624,0.734,0.0,0.113,-4.876,0.0338,116.949,0.219,4,7,0,spotify:track:6rBsmp96jxTRpFqQEfxAdY,2022
Sappho,Next Thing,Frankie Cosmos,2016-04-01,112879,60,0.171,0.644,0.401,0.0,0.132,-6.782,0.0403,95.354,0.459,4,7,1,spotify:track:5DIGt883aHs3KqWSziy4gR,2016
Keep Driving,Harry's House,Harry Styles,2022-05-20,140241,79,0.321,0.721,0.479,0.00156,0.182,-9.669,0.226,164.948,0.902,3,9,1,spotify:track:2NcQic8JxdjAlAHuNbOIRE,2022
cowboy like me,evermore (deluxe version),Taylor Swift,2021-01-07,275040,71,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,4,0,1,spotify:track:52OkpDsU6MmPx1AwGOb6Ap,2021
Tuning In To You,Extraordinary Attorney Woo (Original Television Soundtrack) Pt. 4,Wonstein,2022-07-20,181280,34,0.111,0.635,0.683,0.0,0.114,-5.647,0.0303,99.953,0.412,4,0,1,spotify:track:0Xpc3mahBga9f9fAcFK6W4,2022
Sharks,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,190883,72,0.00791,0.927,0.642,3.62e-05,0.279,-4.466,0.0657,123.969,0.901,4,10,0,spotify:track:7sA2SKTo1QbTSSYn5YvJC4,2022
Memories,Memories,Conan Gray,2022-04-15,248818,67,0.00979,0.34,0.684,0.0,0.348,-6.306,0.044,112.969,0.556,4,11,1,spotify:track:7AYP21Q4qnxw2WxETEvSRb,2022
Delicate,reputation,Taylor Swift,2017-11-10,232253,87,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,4,9,0,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,2017
Starlight,Twenty-Five Twenty-One OST Part 1,TAEIL,2022-02-13,225817,61,0.0786,0.643,0.735,0.0,0.101,-3.703,0.0302,111.961,0.502,4,2,1,spotify:track:00Coyxt9mTec1acC52qtWa,2022
Day & Night,START-UP (Original Television Soundtrack) Pt. 2,Jung Seung Hwan,2020-10-18,260600,64,0.898,0.501,0.271,0.00483,0.175,-8.781,0.0279,131.976,0.285,4,3,1,spotify:track:0JlYPewyE0Cs5rkUCsWqgy,2020
When the door opens,"When the door opens (From ""Going to You at a Speed of 493km"" [Original Soundtrack]), Pt.5",JT&MARCUS,2022-05-05,207080,41,0.103,0.684,0.803,0.0,0.135,-4.279,0.0578,117.947,0.615,4,8,1,spotify:track:1P0B7bgi2NfSoAM5awO1r0,2022
mirrorball,folklore (deluxe version),Taylor Swift,2020-08-18,208973,73,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,4,7,1,spotify:track:2I8YAEA1VmCuP1wkJHMpTw,2020
"스물다섯, 스물하나","Goodbye, grief.",JAURIM,2013-10-14,284720,57,0.184,0.245,0.504,0.000373,0.149,-6.337,0.0325,156.904,0.15,4,0,1,spotify:track:3mQwOUjViw1cpwUYugndPV,2013
Don’t Delete The Kisses,Visions Of A Life,Wolf Alice,2017-09-29,275226,65,0.0011,0.604,0.789,0.828,0.368,-6.259,0.0273,122.032,0.348,4,5,1,spotify:track:1LomCMl5wD3MPVlC6smUHe,2017
Why Am I Like This?,Why Am I Like This?,Orla Gartland,2019-02-08,212713,63,0.507,0.63,0.423,2.24e-06,0.219,-7.705,0.0318,90.019,0.319,4,2,1,spotify:track:0z29wv0x2IXrpWxNgICET7,2019
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,258812,78,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,0.446,4,0,1,spotify:track:01K4zKU104LyJ8gMb7227B,2021
Music For a Sushi Restaurant,Harry's House,Harry Styles,2022-05-20,193813,78,0.258,0.72,0.715,0.0568,0.107,-4.652,0.04,107.041,0.357,4,11,1,spotify:track:5LYMamLv12UPbemOaTPyeV,2022
No Time For Toxic People,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,207870,62,0.00248,0.584,0.742,1.78e-05,0.0813,-5.201,0.0373,75.986,0.585,4,0,1,spotify:track:2wXfd4Vz6pzJrrPvGhpYz0,2022
Run BTS,Proof,BTS,2022-06-10,204939,80,0.0201,0.724,0.818,0.0,0.0358,-3.747,0.168,77.004,0.696,4,8,1,spotify:track:69xohKu8C1fsflYAiSNbwM,2022
this is me trying,folklore,Taylor Swift,2020-07-24,195097,80,0.314,0.515,0.476,4.74e-05,0.171,-9.843,0.0328,135.886,0.412,4,9,1,spotify:track:7kt9e9LFSpN1zQtYEl19o1,2020
Young,Young,Neon Capital,2022-02-14,198762,44,0.0829,0.719,0.702,0.000112,0.121,-7.614,0.0264,119.949,0.418,4,2,1,spotify:track:4jj8sBGTeCa1ME9lD8X1NF,2022
It Comes Back To You,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-10-23,217400,44,0.0789,0.634,0.749,0.0166,0.0698,-7.895,0.029,100.002,0.49,4,0,1,spotify:track:1iQbbaCHErMsmP6eUQyVvf,2015
Light Switch,CHARLIE,Charlie Puth,2022-10-06,187703,78,0.105,0.689,0.627,0.000321,0.0905,-5.692,0.308,184.008,0.905,4,6,1,spotify:track:1jEBSDN5vYViJQr78W7jr2,2022
august,folklore,Taylor Swift,2020-07-24,261922,91,0.538,0.532,0.623,7.28e-05,0.0925,-9.208,0.0331,89.937,0.403,4,5,1,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,2020
Matilda,Harry's House,Harry Styles,2022-05-20,245964,82,0.896,0.507,0.294,1.97e-05,0.0966,-10.0,0.04,114.199,0.386,4,2,1,spotify:track:6uvh0In7u1Xn4HgxOfAn8O,2022
Love Of Mine - Night Visions Demo,Love Of Mine (Night Visions Demo),Imagine Dragons,2022-09-02,249995,52,0.000343,0.446,0.829,0.0261,0.073,-6.665,0.0439,75.01,0.207,4,0,1,spotify:track:4C20SN2nzLbsZbS6A4idoA,2022
Scars leave beautiful trace,"Alchemy of Souls, Pt. 1 (Original Television Soundtrack)","Car, the garden",2022-06-26,213946,57,0.49,0.479,0.535,0.0,0.0923,-6.676,0.03,82.024,0.21,4,11,0,spotify:track:1y6dEjheBdnopNo0xDXJ9P,2022
Gorgeous,reputation,Taylor Swift,2017-11-10,209680,83,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,4,7,1,spotify:track:1ZY1PqizIl78geGM4xWlEA,2017
FOOLS,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-09,220402,59,0.192,0.292,0.678,0.0,0.146,-5.595,0.0724,87.436,0.365,4,10,1,spotify:track:5lMgUPtlARalVIGxl0xE3J,2015
Lonely,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,159851,71,0.0256,0.714,0.73,0.0,0.177,-5.564,0.0438,97.983,0.873,4,0,1,spotify:track:1VMBapbhHidf6ALFszT7w1,2022
Oh My God,30,Adele,2021-11-19,225148,81,0.091,0.534,0.725,0.0,0.0264,-3.906,0.046,88.098,0.55,4,1,1,spotify:track:3Kkjo3cT83cw09VJyrLNwX,2021
invisible string,folklore (deluxe version),Taylor Swift,2020-08-18,252880,72,0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,4,4,0,spotify:track:2ehRU518I0hYqMGQnk4lDY,2020
Christmas Tree,"Our Beloved Summer (Original Television Soundtrack), Pt. 5",V,2021-12-24,209946,77,0.699,0.437,0.384,2.33e-05,0.121,-8.384,0.042,139.009,0.181,4,5,1,spotify:track:186NCtNk1tUYS7c2DxgJ7O,2021
#1,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,205040,62,0.0897,0.692,0.695,0.0,0.155,-4.448,0.109,92.98,0.634,4,1,1,spotify:track:0eO2zq5fjPt41BreFmiIKw,2022
Yet To Come,Proof,BTS,2022-06-10,193593,74,0.0432,0.559,0.885,0.0,0.333,-4.515,0.189,172.029,0.683,4,1,1,spotify:track:10SRMwb9EuVS1K9rYsBfHQ,2022
Treacherous (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,242720,72,0.0344,0.645,0.593,0.000127,0.13,-6.506,0.0288,109.984,0.299,4,2,1,spotify:track:3S7HNKPakdwNEBFIVTL6dZ,2021
Disaster,Superache,Conan Gray,2022-06-24,153096,70,0.0101,0.614,0.81,0.0,0.0832,-5.184,0.0926,171.09,0.605,4,0,1,spotify:track:3SWGtKHaCFEUqfm9ydUFVw,2022
Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,84,0.0362,0.672,0.655,0.0,0.117,-5.021,0.0311,134.945,0.556,4,10,0,spotify:track:6Qn5zhYkTa37e91HC1D7lb,2017
My Own Person,My Own Person,Ezra Williams,2020-11-19,264873,53,0.789,0.599,0.546,2.8e-05,0.116,-6.984,0.0328,89.98,0.263,4,7,1,spotify:track:7nMlhFSw9VphHNEgUec9uy,2020
Afterglow,Lover,Taylor Swift,2019-08-23,223293,82,0.13,0.756,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,4,9,1,spotify:track:1SymEzIT3H8UZfibCs3TYi,2019
Fix You,X&Y,Coldplay,2005-06-07,295533,86,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,138.178,0.124,4,3,1,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,2005
Natural,Origins (Deluxe),Imagine Dragons,2018-11-09,189466,83,0.217,0.704,0.611,0.0,0.0812,-6.112,0.0409,100.0,0.22,4,2,1,spotify:track:2FY7b99s15jUprqC0M5NCT,2018
Daydreaming,Harry's House,Harry Styles,2022-05-20,187342,74,0.311,0.707,0.811,0.0152,0.131,-5.298,0.0304,113.971,0.899,4,4,0,spotify:track:69w5X6uTrOaWM32IetSzvO,2022
Cornelia Street,Lover,Taylor Swift,2019-08-23,287266,81,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,4,0,1,spotify:track:12M5uqx0ZuwkpLp5rJim1a,2019
Sparks,Parachutes,Coldplay,2000-07-10,227093,89,0.748,0.371,0.268,0.0517,0.104,-10.506,0.0281,102.617,0.165,3,1,1,spotify:track:7D0RhFcb3CrfPuTJ0obrod,2000
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Origins (Deluxe),Imagine Dragons,2018-11-09,210933,71,0.000479,0.634,0.662,0.00142,0.111,-7.543,0.0325,90.011,0.244,4,6,1,spotify:track:2bzitsPcImYC6DZWvvLCQi,2018
That That (prod.&feat. SUGA of BTS),PSY 9th,PSY,2022-04-29,174646,75,0.0299,0.905,0.962,0.0,0.0272,-3.197,0.0856,129.969,0.906,4,4,1,spotify:track:7GNRUsU3M4XNDDB9xle5Dz,2022
evermore (feat. Bon Iver),evermore (deluxe version),Taylor Swift,2021-01-07,304106,72,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,5,1,1,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H,2021
Romantic Devil,Romantic Devil (X Semantic Error),Coldin,2022-02-16,187773,46,0.0106,0.803,0.777,0.0,0.145,-4.329,0.0438,109.951,0.895,4,2,1,spotify:track:31R7beJsEL7xA4Qo6phjzY,2022
Waves,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,225431,76,0.0741,0.468,0.618,0.0,0.493,-6.353,0.0835,120.123,0.261,4,9,1,spotify:track:0YbFEoJi7Esa7lhIrEpBjl,2022
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Lin-Manuel Miranda,2021-11-19,202226,73,0.0174,0.65,0.584,1.54e-06,0.042,-8.286,0.307,180.088,0.37,4,2,1,spotify:track:760jhRscwGbIIe1m1IIQpU,2021
Red (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,223093,80,0.00108,0.516,0.777,1.62e-06,0.0761,-4.908,0.0375,125.047,0.408,4,1,0,spotify:track:4OAuvHryIVv4kMDNSLuPt6,2021
WILD,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-09,227871,50,0.0235,0.581,0.725,0.0,0.304,-5.349,0.0592,89.989,0.394,4,0,0,spotify:track:0Ad6zJhaqKCwEccDAKz6sk,2015
Mouth Of The River,Evolve,Imagine Dragons,2017-06-23,221560,59,0.00183,0.483,0.907,0.0509,0.152,-7.015,0.0413,96.014,0.296,4,8,1,spotify:track:1dekgAFF9uTCqLsklDaCWb,2017
One Sunny Day,"Hometown Cha-Cha-Cha, Pt. 2 (Original Television Soundtrack)",Kassy,2021-09-12,236597,47,0.585,0.57,0.79,0.000154,0.129,-4.454,0.066,168.001,0.503,4,6,1,spotify:track:1RZPZKaojZRW7PPJouUihZ,2021
The Archer,Lover,Taylor Swift,2019-08-23,211240,82,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,4,0,1,spotify:track:3pHkh7d0lzM2AldUtz2x37,2019
Satellite,Harry's House,Harry Styles,2022-05-20,218577,83,0.143,0.576,0.457,3.05e-05,0.0917,-6.473,0.0304,138.984,0.301,4,0,1,spotify:track:0rzaRSujxA0bKyjJl6vHYq,2022
Giants,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,210402,60,0.029,0.487,0.603,0.0,0.243,-7.96,0.0666,62.385,0.44,4,11,0,spotify:track:5HmxrDC6RrpkCDtMYQqkqx,2022
Bags,Immunity,Clairo,2019-08-02,260519,79,0.172,0.742,0.546,0.38,0.115,-7.694,0.0315,104.996,0.868,4,1,1,spotify:track:6UFivO2zqqPFPoQYsEMuCc,2019
State Of Grace (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,295413,57,0.000328,0.594,0.713,0.0,0.114,-5.314,0.0503,129.958,0.328,4,9,1,spotify:track:5lFDIbYMcFHPPgzMcnPqSz,2021
Little Freak,Harry's House,Harry Styles,2022-05-20,202183,79,0.719,0.559,0.535,0.000143,0.0954,-7.723,0.039,141.96,0.402,4,3,1,spotify:track:3i058E8uxTsYqJ5NWZzqSj,2022
Birds,Origins (Deluxe),Imagine Dragons,2018-11-09,219440,74,0.0146,0.649,0.517,1.63e-06,0.145,-7.428,0.0297,119.997,0.35,4,1,0,spotify:track:6Tvzf3VEi16JMhAgOwdt2y,2018
Harleys In Hawaii,Harleys In Hawaii,Katy Perry,2019-10-16,185815,75,0.185,0.722,0.757,6.32e-06,0.126,-6.207,0.132,140.094,0.721,4,10,0,spotify:track:5nCthAh3jt4xKuLJAifAaR,2019
Call It What You Want,reputation,Taylor Swift,2017-11-10,203506,82,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,4,9,1,spotify:track:1GwMQaZz6Au3QLDbjbMdme,2017
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2022-06-24,154486,78,0.619,0.881,0.592,1.32e-05,0.0901,-4.898,0.0324,101.058,0.719,4,2,1,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,2022
Blur,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,175663,58,0.00416,0.684,0.785,3.4e-06,0.0574,-3.219,0.0422,129.988,0.639,4,2,1,spotify:track:5i6V88QD3nt9at4915JISY,2022
About Damn Time,About Damn Time,Lizzo,2022-04-14,191822,77,0.0995,0.836,0.743,0.0,0.335,-6.305,0.0656,108.966,0.722,4,10,0,spotify:track:1PckUlxKqWQs3RlWXVBLw3,2022
cardigan,folklore,Taylor Swift,2020-07-24,239560,90,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,4,0,0,spotify:track:4R2kfaDFhslZEMJqAFNpdd,2020
First Love/Late Spring,Bury Me At Makeout Creek,Mitski,2014-11-11,278640,81,0.000825,0.445,0.543,0.0137,0.202,-8.196,0.0272,99.963,0.102,4,0,1,spotify:track:3sslYZcFKtUvIEWN9lADgr,2014
It's Ok,Mercury - Acts 1 & 2,Imagine Dragons,2022-07-01,202497,62,0.0146,0.502,0.322,0.0,0.0597,-7.59,0.039,185.655,0.168,4,0,1,spotify:track:0p5UWw5wVyzPOgCIx5T0tn,2022
Knock Me Off My Feet,Grim Town,SOAK,2019-04-26,187185,52,0.0851,0.645,0.876,0.00209,0.335,-5.116,0.0544,137.991,0.933,4,9,1,spotify:track:3adNtom9Dn2NXmgHf0OwZR,2019
